id,form,name,type_1,type_2,base_attack,base_defense,base_stamina
989,NORMAL,SANDYSHOCKS,ELECTRIC,GROUND,244,195,198
990,NORMAL,IRONTREADS,GROUND,STEEL,227,216,207
991,NORMAL,IRONBUNDLE,ICE,WATER,266,211,148
992,NORMAL,IRONHANDS,FIGHTING,ELECTRIC,245,177,319
993,NORMAL,IRONJUGULIS,DARK,FLYING,249,179,214
994,NORMAL,IRONMOTH,FIRE,POISON,281,196,190
995,NORMAL,IRONTHORNS,ROCK,ELECTRIC,250,200,225
996,NORMAL,FRIGIBAX,DRAGON,ICE,134,86,163
997,NORMAL,ARCTIBAX,DRAGON,ICE,173,128,207
998,NORMAL,BAXCALIBUR,DRAGON,ICE,254,168,229
999,COIN_A1,GIMMIGHOUL,GHOST,,140,76,128
999,NORMAL,GIMMIGHOUL,GHOST,,140,76,128
1000,NORMAL,GHOLDENGO,STEEL,GHOST,252,190,202
1001,NORMAL,WOCHIEN,DARK,GRASS,186,242,198
1002,NORMAL,CHIENPAO,DARK,ICE,261,167,190
1003,NORMAL,TINGLU,DARK,GROUND,194,203,321
1004,NORMAL,CHIYU,DARK,FIRE,269,221,146
1005,NORMAL,ROARINGMOON,DRAGON,DARK,280,196,233
1006,NORMAL,IRONVALIANT,FAIRY,FIGHTING,279,171,179
1007,APEX,KORAIDON,FIGHTING,DRAGON,263,223,205
1008,ULTIMATE,MIRAIDON,ELECTRIC,DRAGON,263,223,205
1009,NORMAL,WALKINGWAKE,WATER,DRAGON,233,171,203
1010,NORMAL,IRONLEAVES,GRASS,PSYCHIC,236,194,189
1011,NORMAL,DIPPLIN,GRASS,DRAGON,173,184,190
1012,ARTISAN,POLTCHAGEIST,GRASS,GHOST,134,96,120
1012,COUNTERFEIT,POLTCHAGEIST,GRASS,GHOST,134,96,120
1012,NORMAL,POLTCHAGEIST,GRASS,GHOST,134,96,120
1013,MASTERPIECE,SINISTCHA,GRASS,GHOST,225,191,174
1013,NORMAL,SINISTCHA,GRASS,GHOST,225,191,174
1013,UNREMARKABLE,SINISTCHA,GRASS,GHOST,225,191,174
1014,NORMAL,OKIDOGI,POISON,FIGHTING,220,191,186
1015,NORMAL,MUNKIDORI,POISON,PSYCHIC,238,157,186
1016,NORMAL,FEZANDIPITI,POISON,FAIRY,169,208,186
1017,NORMAL,OGERPON,GRASS,,219,178,173
1018,NORMAL,ARCHALUDON,STEEL,DRAGON,250,215,207
1019,NORMAL,HYDRAPPLE,GRASS,DRAGON,216,186,235
1020,NORMAL,GOUGINGFIRE,FIRE,DRAGON,205,208,213
1021,NORMAL,RAGINGBOLT,ELECTRIC,DRAGON,235,165,245
1022,NORMAL,IRONBOULDER,ROCK,PSYCHIC,227,195,189
1023,NORMAL,IRONCROWN,STEEL,PSYCHIC,221,200,189
1024,NORMAL,TERAPAGOS,NORMAL,,126,165,207
1025,NORMAL,PECHARUNT,POISON,GHOST,164,248,186
